,词语,次数
1783,眼神儿,2
1784,刚才,8
1785,腾格尔,1
1786,势利眼,2
1787,入木三分,1
1788,三分,1
1789,坐下,4
1790,基本操作,1
1791,操作,5
1792,前后矛盾,2
1793,矛盾,4
1794,对象,4
1795,军方,1
1796,大将,2
1797,岔,1
1798,95,1
1799,剧,2
1800,透,1
1801,辽宁大连,1
1802,大连,2
1803,改造,1
1804,哪个,8
1805,凳,5
1806,名叫,18
1807,虚空,1
1808,线,5
1809,接茬,1
1810,单,7
1811,求,3
1812,大神,1
1813,觉,2
1814,在场,1
1815,是不是,14
1816,特有,2
1817,感悟,1
1818,小农,2
1819,真经,3
1820,yongwo,1
1821,不挡,3
1822,脸,29
1823,蚁力神,1
1824,这部,4
1825,升上,1
1826,升上去,1
1827,以后,10
1828,宇宙,3
1829,宇宙飞船,1
1830,飞船,1
1831,瑟,4
1832,大多,5
1833,大众,1
1834,翻身,3
1835,解放,5
1836,配,19
1837,再也,13
1838,拥,6
1839,务,1
1840,培养,2
1841,白手,1
1842,手套,1
1843,A,1
1844,这点,2
1845,JR,23
1846,前奏,1
1847,品评,1
1848,评奖,1
1849,败给,1
1850,王爷,3
1851,邮差,3
1852,来看,16
1853,根本,34
1854,像,65
1855,或者,8
1856,象牙,1
1857,牙山,1
1858,山村,1
1859,认得,1
1860,的确,5
1861,10,12
1862,秒,11
1863,一个包,3
1864,五体投地,1
1865,北京,5
1866,二环,1
1867,小房,1
1868,小房子,1
1869,两万,1
1870,2333333333333333,1
1871,没声,7
1872,多少钱,1
1873,用为,2
1874,包给,3
1875,贺,13
1876,七十,1
1877,2,26
1878,看不到,4
1879,锁,7
1880,无欲则刚,1
1881,九十,1
1882,九十年,1
1883,九十年代,1
1884,十年,11
1885,十年代,1
1886,几套,1
1887,？？？,16
1888,小孩,6
1889,小孩子,1
1890,手上,3
1891,一次,20
1892,不要,29
1893,自我,4
1894,自我感觉,2
1895,感觉良好,2
1896,良好,3
1897,鉴赏,1
1898,鉴赏力,1
1899,看帖,2
1900,强大,1
1901,力,7
1902,工装,1
1903,风,4
1904,明明,7
1905,明明白白,2
1906,白白,2
1907,白白的,1
1908,据说,1
1909,个头,1
1910,明显,4
1911,抽,6
1912,确因,1
1913,惋惜,2
1914,步行,3
1915,步行街,3
1916,左撇子,17
1917,我心,6
1918,心灵,1
1919,无人,1
1920,超越,9
1921,咣当,1
1922,当掉,1
1923,答应,2
1924,捞出,1
1925,几百,3
1926,几百万,1
1927,百万,1
1928,不至于,4
1929,至于,4
1930,五六十,1
1931,五六十万,1
1932,六十万,1
1933,刘老根,2
1934,药,3
1935,匣子,1
1936,。。。,43
1937,。。,32
1938,谜,1
1939,音,9
1940,对对,38
1941,一本,1
1942,一本正经,1
1943,正经,1
1944,慢慢,1
1945,变成,7
1946,。。。。,10
1947,戏剧,3
1948,冲突,2
1949,铺垫,1
1950,太棒,9
1951,冬,1
1952,梅,2
1953,拼,2
1954,逗闷子,1
1955,喜欢,40
1956,好多,17
1957,复,2
1958,哎,18
1959,~~~~~~）,1
1960,闹,7
1961,收拾,4
1962,不问,4
1963,56,2
1964,：。。。。,1
1965,不愧为,1
1966,愧为,1
1967,一代,4
1968,传说,4
1969,村民,1
1970,中枪,1
1971,炸出,1
1972,JRS,2
1973,陪,2
1974,整体,3
1975,西口,1
1976,平时,1
1977,北口,1
1978,估计,5
1979,不可,9
1980,南海,1
1981,海王,1
1982,233333,19
1983,招人,1
1984,真心,1
1985,只,19
1986,川,4
1987,大爷,5
1988,半个,9
1989,个儿,4
1990,猜,7
1991,转折,4
1992,朋友,8
1993,96,2
1994,够买,1
1995,寡妇,28
1996,挑水,5
1997,航,5
1998,の,4
1999,⑥,1
2000,想念,2
2001,反主为客,4
2002,发音,13
2003,击穿,1
2004,连读,1
2005,勿,2
2006,2022,149
2007,正月,9
2008,正月初,9
2009,正月初三,2
2010,月初,9
2011,哈哈笑,24
2012,吾辈,2
2013,楷模,2
2014,函,1
2015,nai,3
2016,饿,6
2017,ne,5
2018,lu,1
2019,有变,1
2020,变音,1
2021,而已,4
2022,内卷,1
2023,代考,2
2024,两码,1
2025,两码事,1
2026,gqy,1
2027,牌子,2
2028,鹅,16
2029,棉袄,1
2030,nao,1
2031,聚变,1
2032,泪,34
2033,目,29
2034,搞笑,16
2035,事发,1
2036,水壶,3
2037,倒水,1
2038,慢,3
2039,所以,15
2040,临场,9
2041,临场发挥,2
2042,发挥,6
2043,俩分,1
2044,分点,1
2045,点得,1
2046,吓一跳,1
2047,冠县,1
2048,喜剧之王,2
2049,第一次,11
2050,生涯,1
2051,一部,2
2052,讽,1
2053,刺,1
2054,二级,1
2055,这根,3
2056,刻意,2
2057,意表,1
2058,主旋律,3
2059,旋律,3
2060,有趣,2
2061,有意思,4
2062,掌声,6
2063,服役,1
2064,大家伙,1
2065,大黑,1
2066,黑鱼,1
2067,055,1
2068,驱逐,1
2069,驱逐舰,1
2070,一起,10
2071,劝劝,2
2072,济南,14
2073,俺,5
2074,男朋友,1
2075,君,6
2076,会升,1
2077,全都,2
2078,按照,1
2079,照说,1
2080,说唱,1
2081,说法,6
2082,压,5
2083,危,4
2084,侧,5
2085,恐惧,2
2086,拍手,1
2087,一比,1
2088,比划,1
2089,沙包,1
2090,刀,8
2091,太棒了,8
2092,大年初三,3
2093,年初三,3
2094,三下,1
2095,下午,2
2096,打卡,12
2097,错怪,1
2098,真事,2
2099,诸,2
2100,退,1
2101,散,1
2102,灵魂,16
2103,静,1
2104,神台,2
2105,剧团,1
2106,只能,8
2107,看着,13
2108,新闻,1
2109,惟妙惟肖,2
2110,二战,1
2111,战后,1
2112,第一个,6
2113,国建,1
2114,建交,1
2115,欧洲,1
2116,大国,1
2117,哎呀,4
2118,那家,1
2119,那家伙,1
2120,从早,1
2121,早上,2
2122,上下,6
2123,直下,1
2124,下到,1
2125,中午,1
2126,哇哇,2
2127,一整,1
2128,老百姓,5
2129,百姓,7
2130,副县长,8
2131,副,6
2132,字,14
2133,正科,2
2134,副处,1
2135,正常,4
2136,唯一,2
2137,唯一一,1
2138,一一,1
2139,晚节,1
2140,替,7
2141,说话,11
2142,根本就是,1
2143,没拿到,1
2144,拿到,1
2145,善良,3
2146,搜,2
2147,版本,8
2148,小市民,1
2149,市民,1
2150,Jr,17
2151,IKn,1
2152,自来,2
2153,熟,4
2154,岁月,2
2155,荏苒,1
2156,十九,1
2157,九大,1
2158,出演,3
2159,舒服,9
2160,出去,1
2161,纠正,1
2162,绯闻,1
2163,太妙,2
2164,太妙了,2
2165,见,11
2166,30,8
2167,支棱,3
2168,激动,4
2169,挠,6
2170,gangli,1
2171,枉,1
2172,清版,1
2173,辫子,1
2174,印象,2
2175,深,2
2176,相声,4
2177,砸,3
2178,挂,6
2179,交情,1
2180,对方,2
2181,捧,16
2182,宣传,1
2183,精,4
2184,这儿,7
2185,第一名,2
2186,一名,2
2187,哈斯,1
2188,NB,2
2189,高高,2
2190,没法,3
2191,雪峰,1
2192,颜,6
2193,艺,1
2194,墙上,1
2195,上山,4
2196,没关,1
2197,没关系,1
2198,关系,5
2199,挺直,2
2200,从小,5
2201,爱看,26
2202,？？？？,2
2203,口号,1
2204,哪里,1
2205,高唐,2
2206,好评,7
2207,呼,1
2208,最长,1
2209,多分,1
2210,多分钟,1
2211,分钟,12
2212,接近,1
2213,重新,9
2214,新定,7
2215,定义,7
2216,1080p,1
2217,捏,9
2218,每句,2
2219,意蕴,1
2220,听不懂,33
2221,乱讲,1
2222,场合,1
2223,即使,2
2224,提干,3
2225,入法,1
2226,春节,14
2227,放炮,1
2228,尬,19
2229,笑哈哈,1
2230,说得好,2
2231,上刑,1
2232,刑场,1
2233,忍不住,4
2234,站起,5
2235,乎,3
2236,ing,1
2237,土,1
2238,蹦,1
2239,城东,1
2240,东昌,1
2241,东昌府,1
2242,东昌府区,1
2243,锁头,1
2244,强迫,3
2245,强迫症,3
2246,疯,12
2247,蛋糕,1
2248,开放,3
2249,话语,2
2250,这方,1
2251,读,6
2252,鞋子,7
2253,开元,1
2254,保镖,1
2255,水库,2
2256,浪子,2
2257,超过,2
2258,赵丽蓉,2
2259,玛丽,1
2260,学,10
2261,正,8
2262,能量,4
2263,辽宁人,1
2264,01,5
2265,6000,2
2266,有生,4
2267,黄,26
2268,宏,1
2269,冯,4
2270,巩,4
2271,御用,1
2272,六,21
2273,预测,5
2274,直觉,1
2275,不错,8
2276,扑来,2
2277,报道,29
2278,Jrs,1
2279,观光,4
2280,观光团,2
2281,光团,2
2282,史密斯,1
2283,密斯,1
2284,到此一游,3
2285,你们,21
2286,你们好,5
2287,20181016,1
2288,全世界,2
2289,世界,14
2290,片,4
2291,年轻,15
2292,暗,1
2293,，《,2
2294,首歌,3
2295,插曲,1
2296,此时,11
2297,赞,8
2298,耐,1
2299,二六,1
2300,每日,15
2301,下饭,1
2302,饭菜,1
2303,竟然,12
2304,刚刚,4
2305,小哥,4
2306,哥哥,10
2307,好好,20
2308,好好看,3
2309,稳如,1
2310,画面,3
2311,画面感,1
2312,何,3
2313,倨,1
2314,正好,6
2315,事,18
2316,也好,10
2317,好巧,1
2318,维度,1
2319,扭曲,1
2320,！？,3
2321,雷劈,4
2322,翻转,1
2323,常州,6
2324,兰陵,1
2325,提前,8
2326,前两天,3
2327,两天,4
2328,天上,3
2329,上演,1
2330,初八,2
2331,内,3
2332,穿越,1
2333,初六,3
2334,李,6
2335,焕,1
2336,英里,1
2337,片段,3
2338,最爱,8
2339,爸妈,5
2340,一米,1
2341,正月初二,1
2342,情商,4
2343,垄,9
2344,田里,1
2345,堆,1
2346,歪,10
2347,话茬,1
2348,太神,2
2349,女,3
2350,不在,2
2351,山上,1
2352,菜,4
2353,那根,1
2354,吃起,1
2355,孙悟空,14
2356,悟空,14
2357,倒出,2
2358,不守,1
2359,礼,1
2360,一生,2
2361,顺,2
2362,两,7
2363,唉,11
2364,97,2
2365,宋丹丹,3
2366,丹丹,3
2367,属,6
2368,弟弟,4
2369,娶,6
2370,扶,2
2371,弟,2
2372,路上,1
2373,起源,1
2374,原因,1
2375,牛皮,4
2376,江,1
2377,楼上,1
2378,一首,1
2379,一首歌,1
2380,大胡子,1
2381,犯错,1
2382,犯错误,1
2383,错误,6
2384,两艘,1
2385,第三,6
2386,第三艘,1
2387,三艘,1
2388,马上,1
2389,卑躬屈膝,1
2390,屈膝,1
2391,干,20
2392,心里,10
2393,心里话,9
2394,能演,7
2395,两步,21
2396,报到,6
2397,烟,10
2398,连山,1
2399,旭,2
2400,宝宝,2
2401,二次,1
2402,调侃,2
2403,年初一,13
2404,初一,16
2405,一来,1
2406,腐败,19
2407,捡回,1
2408,捡回来,1
2409,大年初一,9
2410,一两,1
2411,一两点,1
2412,两点,3
2413,四十,2
2414,何来,1
2415,经不住,1
2416,考验,5
2417,哏,2
2418,遇到,6
2419,一些,3
2420,坏,23
2421,必不可少,1
2422,一项,1
2423,项内,1
2424,？！！,3
2425,「,1
2426,待,6
2427,！」,1
2428,法兰,1
2429,法兰西,1
2430,兰西,1
2431,男人,6
2432,再犯,4
2433,宝,31
2434,生活作风,2
2435,作风,2
2436,不应,2
2437,缅怀,2
2438,逐客,1
2439,逐客令,1
2440,不明,2
2441,郑,1
2442,二子,1
2443,＾,4
2444,3,30
2445,阿卡,1
2446,贝拉,1
2447,发来,1
2448,律师,1
2449,律师函,1
2450,此处,1
2451,点题,2
2452,MC,2
2453,hhhhhhhhhhhhhhhhh,1
2454,原是,1
2455,打卤面,1
2456,卤面,1
2457,红红,11
2458,红红火火,11
2459,红火,11
2460,恍恍惚惚,11
2461,恍惚,11
2462,惚,11
2463,今日,6
2464,今日说法,1
2465,呱呱,2
2466,飘,3
2467,凌源,3
2468,劳改,1
2469,分局,1
2470,飘过,1
2471,溯,1
2472,姑父,6
2473,比较,4
2474,较厚,1
2475,厚道,2
2476,1000,1
2477,元,7
2478,扫黑,2
2479,除恶,2
2480,黑恶,1
2481,黑恶势力,1
2482,恶势力,1
2483,势力,2
2484,力斗,1
2485,斗争,1
2486,到底,5
2487,nan,14
2488,后处理,2
2489,处理,6
2490,超,14
2491,很棒,3
2492,国际,2
2493,国际机场,1
2494,机场,1
2495,借鉴,2
2496,名词,4
2497,66666,5
2498,几只,1
2499,配合,7
2500,最优,1
2501,优秀,5
2502,接受,2
2503,反驳,1
2504,怪不得,3
2505,匠气,1
2506,放高,1
2507,谢谢,36
2508,开,22
2509,观看,13
2510,点名,2
2511,牟其中,1
2512,其中,1
2513,后方,3
2514,草丛,1
2515,擂,1
2516,无冕之王,2
2517,吻,6
2518,郑海霞,17
2519,找不着,6
2520,不着,17
2521,20190304,1
2522,喽,2
2523,以,4
2524,OK,1
2525,咪,1
2526,西,3
2527,过些,1
2528,鲜肉,19
2529,拍,4
2530,品特,1
2531,爱玩,2
2532,Zhe,1
2533,越级,1
2534,提拔,1
2535,提,6
2536,正处,1
2537,啥意思,4
2538,发,21
2539,这话,4
2540,有毒,1
2541,大军,1
2542,军报,1
2543,第三句,2
2544,三句,3
2545,不适,2
2546,适当,1
2547,表示,78
2548,奥运,5
2549,火炬,3
2550,火炬手,3
2551,去世,4
2552,退伍,1
2553,更多,2
2554,锦州,2
2555,剧情,7
2556,看点,2
2557,拿出,1
2558,胖,2
2559,前身,2
2560,????,1
2561,直白,2
2562,20171013,1
2563,12,6
2564,16,5
2565,另外,2
2566,小伙,7
2567,小伙伴,6
2568,伙伴,8
2569,南,3
2570,卫,1
2571,你好,8
2572,同,15
2573,平平,4
2574,平仄,4
2575,仄仄,2
2576,666666,4
2577,今年,2
2578,本命,1
2579,本命年,1
2580,功底,22
2581,真快,3
2582,初四,2
2583,＋,4
2584,2023,2
2585,不怕,2
2586,金,13
2587,典,12
2588,南人,8
2589,听不清,1
2590,莘县,1
2591,东,1
2592,庄,1
2593,过分,3
2594,有没有,5
2595,戏份,1
2596,长,13
2597,不合,4
2598,合作,2
2599,德,11
2600,青涩,1
2601,富贵,2
2602,數,1
2603,碼,1
2604,寶,1
2605,貝,1
2606,东营,2
2607,左面,1
2608,苏联,1
2609,接送,1
2610,野生,1
2611,生字,1
2612,小丑,1
2613,嚯,5
2614,暴力,1
2615,要面子,2
2616,马家堡,2
2617,别,57
2618,乱,22
2619,科普,4
2620,新年,14
2621,新年快乐,9
2622,快乐,19
2623,skr,21
2624,u,1
2625,谁家,4
2626,争取,2
2627,成天,1
2628,第一天,2
2629,党,4
2630,保国,2
2631,豆浆,1
2632,江苏,10
2633,田地,1
2634,地里,1
2635,里面,21
2636,沟,4
2637,指前,1
2638,圣诞,1
2639,圣诞节,1
2640,配色,1
2641,魏,2
2642,实验,2
2643,实验室,2
2644,佐,3
2645,助,3
2646,气,4
2647,抖,5
2648,冷,2
2649,看过,9
2650,河北,2
2651,米,6
2652,06,4
2653,咋样,1
2654,养成,1
2655,钟点,1
2656,钟点工,1
2657,没错,6
2658,坐呀,2
2659,泰安,1
2660,路过,10
2661,噗,3
2662,矛盾论,1
2663,炸裂,6
2664,以是,1
2665,必要,3
2666,喊,13
2667,科比,6
2668,说完,1
2669,yonggai,1
2670,天津,7
2671,原以,1
2672,原以为,1
2673,每个,6
2674,、、、,1
2675,刚来,2
2676,串,3
2677,明斯克,1
2678,海,1
2679,法国人,1
2680,国人,5
2681,狂喜,3
2682,据,1
2683,谣言,3
2684,张口,2
2685,使劲,1
2686,23333333333,4
2687,咋办,1
2688,人才,2
2689,10086,1
2690,ji,1
2691,罗斯福,1
2692,拢,1
2693,201803311715,1
2694,刘,5
2695,fubai,1
2696,品出,2
2697,计好,1
2698,完全,33
2699,不偏,1
2700,偏袒,1
2701,植入,1
2702,广告,6
2703,光头,9
2704,原型,1
2705,过来,18
2706,反转来,1
2707,转来,1
2708,鬼,10
2709,德行,1
2710,难道,2
2711,233333333,6
2712,2017,7
2713,233333333333,3
2714,20170201,1
2715,夜,3
2716,溜溜,1
2717,[,18
2718,],22
2719,晚来,12
2720,二夜,1
2721,虎年,12
2722,大吉,4
2723,四,3
2724,yyds,6
2725,天,19
2726,新式,1
2727,救救,1
2728,南加,1
2729,真不,7
2730,？？？？？？,1
2731,要钱,2
2732,呵呵,9
2733,呵呵哈,5
2734,？？？？？？？？？？？,1
2735,栓,2
2736,柱子,10
2737,仄,1
2738,族谱,1
2739,苹果,3
2740,嘉,3
2741,本体,1
2742,免费,4
2743,偏,3
2744,Nan,1
2745,尉,1
2746,29,1
2747,村长,1
2748,样,2
2749,列,1
2750,害,3
2751,33,1
2752,镇长,2
2753,一级,2
2754,胜,1
2755,skrskr,3
2756,下水,1
2757,斯,5
2758,反,11
2759,杀,13
2760,跌落,1
2761,神坛,2
2762,能开,1
2763,趔,1
2764,6666,8
2765,红,4
2766,蓝,4
2767,看看,36
2768,乐子,1
2769,阴谋,2
2770,阴谋论,2
2771,封印,2
2772,解除,2
2773,屁,13
2774,他们,14
2775,地方,26
2776,hh,6
2777,经典作,2
2778,经典作品,2
2779,弹幕,33
2780,这身,5
2781,草莓,2
2782,或是,1
2783,西红柿,1
2784,街,4
2785,2333333333,2
2786,空话,1
2787,套话,2
2788,官话,1
2789,调调,1
2790,jraaaa,1
2791,天降,1
2792,支持,2
2793,😄,2
2794,同是,1
2795,20180627,1
2796,款,2
2797,椅子,2
2798,2018,4
2799,yinghu,1
2800,陆,1
2801,远,2
2802,挣钱,3
2803,门路,1
2804,没了,5
2805,27,3
2806,23,1
2807,娇羞,3
2808,刷,18
2809,波,4
2810,正月初十,1
2811,初十,1
2812,初五,1
2813,归来,1
2814,二号,1
2815,广西,3
2816,主,7
2817,可配,1
2818,黄金,7
2819,黄金搭档,4
2820,搭档,6
2821,nge,1
2822,郎,1
2823,格局,2
2824,船,2
2825,建造,1
2826,配不上,1
2827,nb,2
2828,回味,1
2829,逗我,1
2830,姑夫,5
2831,差,6
2832,辈,3
2833,莱纳,1
2834,辱,1
2835,双,7
2836,20200906,1
2837,古,4
2838,巨人,2
2839,阿,12
2840,03,8
2841,17,4
2842,6666666,5
2843,酱,3
2844,爱,34
2845,精英,1
2846,等等,10
2847,山山,1
2848,山本,1
2849,罩,1
2850,后台,3
2851,播放,12
2852,秀,15
2853,面条,4
2854,好吃,1
2855,×,1
2856,词串,1
2857,串烧,1
2858,电视剧,5
2859,湖南,3
2860,税,1
2861,专,1
2862,人们,1
2863,2333333333333,3
2864,chanf,1
2865,甘,1
2866,敬,3
2867,7,9
2868,15,1
2869,50,5
2870,第七,1
2871,时代感,1
2872,说好,3
2873,顿,1
2874,吐,3
2875,喃,3
2876,喂,3
2877,爆笑,3
2878,多余,5
2879,正月初一,1
2880,腊月,1
2881,25,3
2882,嘎嘎,3
2883,hhhhhhhhhhhhhhhhhh,1
2884,9,4
2885,仿古,1
2886,湖,2
2887,总冠军,1
2888,冠军,1
2889,起飞,2
2890,淄博,1
2891,啊啊啊,11
2892,2019,1
2893,hahahaha,1
2894,woc,2
2895,葛优,1
2896,朝阳,1
2897,117,1
2898,领导,6
2899,打天下,2
2900,天下,2
2901,怕,6
2902,厂里,1
2903,上班,4
2904,日,5
2905,二来,1
2906,温,1
2907,牛年,1
2908,。。。。。。。。。。。。。。。。。,1
2909,香,3
2910,瓦,1
2911,格,3
2912,良,1
2913,薄,1
2914,刻,9
2915,耕地,1
2916,地上,2
2917,垄沟,1
2918,jrji,1
2919,老好人,1
2920,好人,6
2921,(ง,1
2922,•̀,1
2923,_,4
2924,•́)ง,1
2925,23333333333333,1
2926,pangch,1
2927,22,15
2928,2038,1
2929,uu,1
2930,123,1
2931,😂,1
2932,埋,1
2933,棉,2
2934,大姐,3
2935,思维,1
2936,敏捷,1
2937,黑底,1
2938,狗,17
2939,剩,8
2940,实属,1
2941,你家,5
2942,不服,10
2943,那种,2
2944,姐,2
2945,小姨,2
2946,小姨子,1
2947,呛,3
2948,男同志,1
2949,同志,24
2950,叫好,4
2951,插入,2
2952,平级,2
2953,脊梁,1
2954,金马,1
2955,影帝,3
2956,还给,16
2957,挑,26
2958,过水,16
2959,黄字,6
2960,字典,1
2961,典型,2
2962,不懂装懂,1
2963,装懂,1
2964,传给,1
2965,贾,53
2966,玲,3
2967,出生,3
2968,八辈,1
2969,祖,2
2970,综,1
2971,单位,1
2972,瘸,15
2973,不难,1
2974,难看,1
2975,气质,46
2976,冠,5
2977,希,6
2978,骨,1
2979,帅哥,2
2980,瞎,16
2981,哔,2
2982,正式,1
2983,鄙,15
2984,门前,4
2985,演戏,14
2986,看不出,7
2987,看不出来,3
2988,男,8
2989,成就感,1
2990,爷们,4
2991,能干,1
2992,黑天,1
2993,白天,1
2994,声,3
2995,难听,1
2996,味,13
2997,成,18
2998,医学,3
2999,奇迹,1
3000,驼背,1
3001,一下子,3
3002,下子,3
3003,送客,1
3004,一发,6
3005,发神经,8
3006,神经,10
3007,瞎说,5
3008,实话,7
3009,真敢,2
3010,嘿嘿,13
3011,嘿嘿嘿,6
3012,冒失,1
3013,巴结,1
3014,踩,3
3015,咕,1
3016,炫耀,1
3017,文艺,3
3018,文艺作品,1
3019,主体,1
3020,柟,1
3021,拍桌子,4
3022,桌子,5
3023,酒糟,1
3024,巨无霸,1
3025,喜鹊,1
3026,火车,1
3027,车道,1
3028,压过,1
3029,人民军,2
3030,军警,2
3031,冲,2
3032,many,1
3033,shoes,1
3034,插话,1
3035,外面,3
3036,捐钱,1
3037,大气,3
3038,喘,2
3039,筷子,1
3040,六岁,1
3041,挨个儿,1
3042,老娘,4
3043,老娘们儿,2
3044,憨笑,1
3045,挡,3
3046,水饺,1
3047,敏,5
3048,大姨,1
3049,山后,1
3050,垮,1
3051,土豆,16
3052,土豆丝,1
3053,豆丝,1
3054,口头,2
3055,口头语,1
3056,较,1
3057,tm,8
3058,省省,1
3059,女孩,1
3060,好找,1
3061,找对象,1
3062,幽默,2
3063,仗势,2
3064,仗势欺人,2
3065,傻,8
3066,鄙人,7
3067,这边,4
3068,些个,2
3069,",",14
3070,蛋,10
3071,看好,1
3072,颗,1
3073,小草,2
3074,跪,2
3075,瓷实,1
3076,耳朵,5
3077,最难,1
3078,凑,1
3079,没见,2
3080,酒盅,3
3081,多用,1
3082,张嘴,1
3083,牙签,1
3084,瞎摸,2
3085,杵,7
3086,鼹鼠,1
3087,村人,2
3088,多面,1
3089,多面性,1
3090,毫无,38
3091,安慰,2
3092,鼻祖,3
3093,行云,8
3094,行云流水,8
3095,流水,8
3096,先,14
3097,安静,1
3098,语气,2
3099,姥,1
3100,整点,3
3101,日常生活,1
3102,常生,1
3103,闲谈,1
3104,顶级,4
3105,上面,2
3106,红衣,1
3107,红衣服,1
3108,有点像,5
3109,福,1
3110,i,2
3111,休息,3
3112,休息日,1
3113,日色,1
3114,饿死,1
3115,作为,3
3116,北人,19
3117,嘎,2
3118,交,1
3119,铁蛋,2
3120,赚钱,2
3121,外地,1
3122,外地人,1
3123,人别,1
3124,逞,1
3125,carry,1
3126,全场,4
3127,得逞,1
3128,逞能,1
3129,瑕疵,1
3130,从来,3
3131,从来不,2
3132,瞅,5
3133,说实话,2
3134,直升,1
3135,一定,5
3136,群,1
3137,彩排,3
3138,身板,2
3139,差点,3
3140,累,2
3141,毁,4
3142,水平,4
3143,绳子,8
3144,黑土,1
3145,气息,1
3146,保暖,1
3147,自从,7
3148,东西,19
3149,老头儿,1
3150,头儿,1
3151,虽然,13
3152,话别,5
3153,别说,8
3154,做,14
3155,》。。。。,1
3156,》。,1
3157,坤,3
3158,———,1
3159,拍马,3
3160,拍马屁,3
3161,马屁,3
3162,最高,2
3163,境界,1
3164,孩,1
3165,够不着,6
3166,山东,7
3167,财经,1
3168,财经大学,1
3169,大学,2
3170,穷人,1
3171,~~~~~~~~~~~~,1
3172,妇女,4
3173,再来,15
3174,来点,2
3175,虾,1
3176,齐全,1
3177,：……,1
3178,wdnmd,3
3179,错,9
3180,恰到好处,2
3181,好处,2
3182,look,1
3183,38,2
3184,40,3
3185,顺手,1
3186,手把,1
3187,外套,2
3188,最差,1
3189,写字,1
3190,从此,4
3191,稻,1
3192,大山,1
3193,自以,1
3194,自以为是,1
3195,道儿,1
3196,最低,1
3197,低层,1
3198,帮,6
3199,建议,3
3200,建议您,1
3201,当代,1
3202,无脑,1
3203,品,5
3204,嘣,1
3205,财,1
3206,不露,1
3207,露富,1
3208,完美,10
3209,尼玛,5
3210,j,2
3211,r,3
3212,封面,1
3213,真他妈,2
3214,离谱,2
3215,抠门,1
3216,09,1
3217,差钱,1
3218,那段,2
3219,几乎,3
3220,女生,2
3221,一件,3
3222,具体,1
3223,屋里,1
3224,提醒,5
3225,外人,2
3226,意面,1
3227,脸色,1
3228,大马,7
3229,猴,13
3230,穿,15
3231,旗袍,4
3232,庆幸,1
3233,解读,1
3234,无意,12
3235,冒犯,19
3236,胖子,1
3237,聊,3
3238,上家,1
3239,一乡,1
3240,之长,1
3241,中华,1
3242,鳖精,1
3243,顾问,1
3244,饲料,1
3245,这帮,1
3246,刷屏,1
3247,动动,1
3248,动动脑,1
3249,动脑,2
3250,动脑子,1
3251,脑子,7
3252,那大,1
3253,大哥,5
3254,用不着,2
3255,慰,3
3256,农奴,1
3257,歌唱,1
3258,烦,6
3259,滚,1
3260,主角,41
3261,配角,30
3262,秀才,1
3263,功劳,1
3264,不信,2
3265,试试,4
3266,女权,1
3267,老爷,7
3268,女人,10
3269,往,8
3270,外,1
3271,抖露,1
3272,赚,5
3273,藏,1
3274,访美,1
3275,美的,1
3276,业绩,1
3277,usa,1
3278,搞,6
3279,熊,3
3280,泄密,2
3281,猴子,5
3282,中央,3
3283,中央电视台,2
3284,电视台,2
3285,联欢,1
3286,联欢晚会,1
3287,晚会,2
3288,还好,6
3289,姓,2
3290,人面,1
3291,面前,1
3292,老爷们儿,1
3293,爷们儿,1
3294,二十,9
3295,十来,1
3296,来年,1
3297,见面,1
3298,要说,2
3299,这人,3
3300,看去,1
3301,想不起,2
3302,想不起来,2
3303,上中,3
3304,中学,3
3305,三十,8
3306,三十多,1
3307,三十多岁,1
3308,十多岁,1
3309,多岁,1
3310,那天,1
3311,进来,6
3312,外道,1
3313,论,18
3314,岳父,1
3315,原配,2
3316,姑爷,1
3317,这位,2
3318,嗯,7
3319,哪家,1
3320,进屋,2
3321,先别,2
3322,别着,2
3323,着忙,2
3324,老头子,1
3325,头子,1
3326,脑血栓,6
3327,血栓,6
3328,练下,3
3329,叉,6
3330,劈,4
3331,不开,7
3332,找不着北,5
3333,用语,3
3334,说好听,1
3335,丢人,4
3336,拽,2
3337,卑微,3
3338,看上,2
3339,battle,1
3340,亦,3
3341,凡,3
3342,膜拜,1
3343,好事,2
3344,叭叭,1
3345,遭,2
3346,开门,2
3347,有点儿,2
3348,点儿,5
3349,狗仗人势,2
3350,有心,1
3351,心眼,14
3352,废话,7
3353,实事,1
3354,积极,1
3355,演到,1
3356,号叫,1
3357,那边,2
3358,姨,1
3359,奶,3
3360,学学,1
3361,弯曲,2
3362,粉刺,2
3363,乡土,1
3364,乡土味,1
3365,土味,1
3366,犯不上,2
3367,女性,3
3368,地位,1
3369,狂笑,9
3370,再见,1
3371,自个,1
3372,庸,2
3373,看来,2
3374,国家一级,1
3375,小说,1
3376,e,1
3377,si,1
3378,吓人,1
3379,直到现在,1
3380,病,1
3381,不能不,1
3382,不能不要,1
3383,要强,2
3384,不嫌,3
3385,全面,1
3386,面黄,1
3387,别现,2
3388,现眼,1
3389,尴,1
3390,暗示,12
3391,清楚,18
3392,人眼,2
3393,眼红,1
3394,更加,4
3395,坚定,1
3396,通用,1
3397,屁话,3
3398,无伤,1
3399,无伤大雅,1
3400,大雅,1
3401,同为,3
3402,解释一下,2
3403,总想,1
3404,表白,1
3405,臭,2
3406,贫,1
3407,煽情,5
3408,＝,2
3409,涌,1
