,词语,次数
1776,下班,11
1777,不准,3
1778,打牌,6
1779,商人,1
1780,俩,2
1781,北,2
1782,不知,13
1783,上头,2
1784,管理,2
1785,岗位,3
1786,有限,2
1787,还要,3
1788,清新,2
1789,脱俗,1
1790,理由,2
1791,工厂,9
1792,分,5
1793,股份,1
1794,保证,1
1795,主动,1
1796,路灯,13
1797,挂件,2
1798,脱离,1
1799,底层,13
1800,就要,2
1801,厂区,1
1802,区内,1
1803,毕竟,1
1804,硬性,1
1805,硬性规定,1
1806,规定,5
1807,普通,9
1808,普通人,2
1809,通人,2
1810,收,2
1811,牵连,1
1812,厂长,5
1813,亲朋,1
1814,亲朋好友,1
1815,好友,1
1816,安排,4
1817,吸血,9
1818,立,1
1819,良心,1
1820,设,1
1821,防止,1
1822,元帅,1
1823,的士,2
1824,士兵,4
1825,天下,3
1826,一家,2
1827,做一套,1
1828,以,4
1829,高标,1
1830,高标准,1
1831,标准,5
1832,有钱,4
1833,任性,1
1834,地方,6
1835,说白,1
1836,说白了,1
1837,对了,3
1838,道理,10
1839,之后,5
1840,看书,1
1841,书学,1
1842,毕业,6
1843,后学,1
1844,丢下,1
1845,下过,1
1846,再加,1
1847,以上,1
1848,时间,10
1849,管制,1
1850,正常,3
1851,小布,2
1852,布尔,2
1853,布尔乔亚,2
1854,永远,4
1855,重点,5
1856,奴隶,1
1857,搬,4
1858,石块,1
1859,总有一天,1
1860,一天,3
1861,天会,1
1862,金字,1
1863,金字塔,1
1864,那些,4
1865,喷,4
1866,赞同,1
1867,吸血鬼,6
1868,兽,1
1869,究,1
1870,极,2
1871,形态,1
1872,路,5
1873,很多,16
1874,沉迷,1
1875,一百,1
1876,百工,1
1877,提升,4
1878,不见得,1
1879,见得,1
1880,得有,4
1881,相,2
1882,由,2
1883,心生,1
1884,个个,1
1885,说得好,2
1886,彼,1
1887,可取,1
1888,代,1
1889,怕,317
1890,机器,2
1891,机器人,1
1892,典范,1
1893,按,3
1894,算钱,2
1895,娱乐,3
1896,休息,5
1897,不会,16
1898,会去,2
1899,去逛,1
1900,逛街,1
1901,挂饰,1
1902,大拇指,1
1903,拇指,1
1904,记得,4
1905,总是,1
1906,安于,2
1907,安于现状,2
1908,现状,2
1909,提高,9
1910,事情,4
1911,乒乓,1
1912,福建,1
1913,建有,1
1914,有些,2
1915,福州,2
1916,地位,2
1917,其实,17
1918,实说,1
1919,想要,1
1920,要员,1
1921,积极,2
1922,负责,2
1923,一打,2
1924,打完,1
1925,喝酒,3
1926,肉,1
1927,其他,5
1928,积极向上,1
1929,向上,1
1930,一面,1
1931,久,2
1932,就算,6
1933,独立,8
1934,独立思考,1
1935,思考,2
1936,学点,1
1937,东西,17
1938,西都,1
1939,无偿,1
1940,言下之意,1
1941,剥夺,1
1942,恨不得,1
1943,24,2
1944,小时工,1
1945,爷,2
1946,生活,6
1947,说实话,3
1948,实话,7
1949,出,7
1950,一些,2
1951,比较,3
1952,认同,2
1953,乐都,1
1954,假,5
1955,适当,2
1956,好事,1
1957,自愿,1
1958,开,5
1959,义务,1
1960,严,1
1961,宽,3
1962,上去,4
1963,逮,1
1964,强迫,1
1965,230,3
1966,创造,1
1967,007,2
1968,福报,1
1969,报安,1
1970,排上,1
1971,支持,25
1972,不在,10
1973,在于,6
1974,人们,2
1975,不对,6
1976,生杀,1
1977,生杀大权,1
1978,大权,1
1979,手里,4
1980,拼命,2
1981,害人,3
1982,一份,3
1983,不当,1
1984,将军,2
1985,善恶,1
1986,有名,1
1987,智者,1
1988,不拘,1
1989,天理,1
1990,常,2
1991,明者,1
1992,不弃,1
1993,比如说,1
1994,绷,2
1995,下面,1
1996,代表,2
1997,表工,1
1998,加加,2
1999,地主,6
2000,田地,1
2001,电影,2
2002,纪录,1
2003,纪录片,1
2004,美国,4
2005,厂子,1
2006,出没,1
2007,没多久,1
2008,多久,1
2009,国内,3
2010,禁,1
2011,面对,4
2012,资本主义,1
2013,本主,1
2014,主义,2
2015,义工,1
2016,对比,1
2017,有意思,3
2018,不够,3
2019,老一辈,1
2020,不该,1
2021,堵,2
2022,脖,1
2023,兴趣爱好,1
2024,爱好,1
2025,糖,1
2026,小妹,2
2027,后,7
2028,接着,1
2029,着上,1
2030,随便,7
2031,吊,3
2032,啥,28
2033,担心,2
2034,只是,10
2035,享受,1
2036,肆意,1
2037,掌控,1
2038,他人,3
2039,快感,1
2040,妈呀,2
2041,违法,3
2042,好耍,1
2043,何物,1
2044,免费,2
2045,咯,5
2046,何不,1
2047,食肉,1
2048,肉糜,1
2049,这点,1
2050,没心,3
2051,老美,2
2052,建厂,1
2053,交税,1
2054,杆,1
2055,！！！！！！,1
2056,吸,1
2057,髓,1
2058,说错,1
2059,输,5
2060,赚钱,17
2061,抽烟,2
2062,酒都,1
2063,欲望,1
2064,没权,1
2065,权利,1
2066,凡事,1
2067,度,1
2068,舍里,1
2069,还好,11
2070,？？？？？？,3
2071,叶,1
2072,装,7
2073,圣人,1
2074,狗东西,10
2075,滚,8
2076,老子,5
2077,啥事,1
2078,男人,3
2079,粘上,2
2080,废,1
2081,恶心,5
2082,关,22
2083,屁事,14
2084,大于,1
2085,一切,4
2086,肥猪,1
2087,员工工资,1
2088,工工资,1
2089,工资,5
2090,要死,3
2091,破,2
2092,讨厌,6
2093,家家,1
2094,家长,1
2095,雇佣,1
2096,协议,2
2097,关系,8
2098,些,1
2099,家私,1
2100,私下,1
2101,垃圾,4
2102,登,2
2103,说来,1
2104,说来说去,1
2105,来说,2
2106,真心,1
2107,心想,1
2108,升华,2
2109,饼,1
2110,大不大,1
2111,不大,1
2112,唱,2
2113,好听,2
2114,穷人,1
2115,任何,6
2116,记住,1
2117,壁灯,1
2118,往前,1
2119,往前走,1
2120,联络,1
2121,工友,1
2122,想想,2
2123,斗,4
2124,天天,6
2125,采访,1
2126,某些,3
2127,要是,8
2128,估计,5
2129,不关,1
2130,衮,1
2131,捐,4
2132,鲶鱼,1
2133,鱼精,1
2134,干活,3
2135,这话,4
2136,功夫,1
2137,不如,2
2138,摆脱,1
2139,摆脱困境,1
2140,脱困,1
2141,困境,1
2142,做出,1
2143,这些,12
2144,所有人,1
2145,按照,2
2146,照自,1
2147,唯一,1
2148,猪头,1
2149,猪脑,1
2150,个位,2
2151,位置,2
2152,试试,1
2153,袁隆平,1
2154,表示,10
2155,做牛做马,1
2156,毛病,5
2157,做事,1
2158,几个,3
2159,业余,1
2160,两本,1
2161,两本书,1
2162,本书,2
2163,硬是,1
2164,没出,2
2165,没出息,1
2166,出息,1
2167,将来,1
2168,留,2
2169,批判,1
2170,↑）,1
2171,人格,1
2172,人格化,1
2173,↑,1
2174,毕,2
2175,等,13
2176,老王,1
2177,王八,2
2178,王八蛋,2
2179,去死吧,1
2180,tui,2
2181,还以,5
2182,企业家,2
2183,浅薄,1
2184,该死,1
2185,260,1
2186,害人害己,1
2187,三观,1
2188,正,7
2189,当个,1
2190,猪,8
2191,欧美,1
2192,敢,3
2193,工会,5
2194,律师,37
2195,律师团,1
2196,师团,1
2197,骂,4
2198,看看,3
2199,伟大,5
2200,其他人,1
2201,多多,3
2202,快要,1
2203,家破人亡,1
2204,尾巴,1
2205,漏出,1
2206,漏出来,1
2207,黄赌毒,1
2208,有理,3
2209,习惯,3
2210,扯淡,18
2211,骗,5
2212,鬼,7
2213,少数,1
2214,主要,6
2215,下层,1
2216,玩命,1
2217,成年,1
2218,成年人,1
2219,撤,10
2220,品,2
2221,回到,1
2222,社会,2
2223,洗,5
2224,班组,1
2225,油条,1
2226,只管,1
2227,逆,1
2228,伟人,1
2229,国富,1
2230,感恩,1
2231,入侵,1
2232,思想,2
2233,糙,2
2234,当回事,1
2235,回事,1
2236,爷爷,4
2237,纯粹,4
2238,大饼,1
2239,捐出,1
2240,老百姓,1
2241,百姓,1
2242,赌钱,1
2243,家人,2
2244,玩玩,1
2245,卖命,1
2246,最好,2
2247,觉,1
2248,睡,2
2249,人话,2
2250,多赚,2
2251,君子,3
2252,党,1
2253,其,4
2254,祸,2
2255,无援,1
2256,小人,3
2257,利,1
2258,助,1
2259,于,1
2260,无,6
2261,辩,1
2262,罪,1
2263,者,4
2264,贵贱,1
2265,莫,2
2266,失,1
2267,得失,1
2268,老东西,1
2269,说得对,2
2270,没关,1
2271,没关系,1
2272,贿赂,1
2273,普普通通,1
2274,通通,1
2275,许打,1
2276,一点点,2
2277,点点,2
2278,有错,1
2279,以往,1
2280,往后,1
2281,往后面,1
2282,玩,7
2283,地盘,1
2284,在外,1
2285,外面,1
2286,不管,3
2287,看吧,1
2288,动不动,1
2289,不动,1
2290,以偏概全,1
2291,这人,2
2292,合,1
2293,胡萝卜,1
2294,萝卜,1
2295,驴,1
2296,拉磨,1
2297,即使,1
2298,西装,1
2299,西装革履,1
2300,革履,1
2301,本质,3
2302,打倒,1
2303,吃人不吐骨头,1
2304,不吐骨头,1
2305,吐骨头,1
2306,骨头,1
2307,奴仆,1
2308,告辞,2
2309,奋斗,2
2310,让给,1
2311,放,8
2312,乱世,1
2313,份,1
2314,能干,2
2315,干吗,1
2316,那个,11
2317,记者,1
2318,兵,2
2319,噫,3
2320,换角,1
2321,角度,2
2322,太阳,1
2323,地底,1
2324,养,5
2325,拉倒,6
2326,资,1
2327,嘴,1
2328,跟头,1
2329,扒皮,2
2330,皮相,1
2331,丑恶,1
2332,欺负,3
2333,惯,2
2334,嘴脸,2
2335,几十,3
2336,几十万,2
2337,十万,2
2338,帮,3
2339,选,11
2340,皇帝,2
2341,投机,1
2342,投机取巧,1
2343,取巧,1
2344,既得,1
2345,既得利益,1
2346,既得利益者,1
2347,得利,1
2348,利益,1
2349,利益者,1
2350,福,1
2351,可去,1
2352,大爷,1
2353,脑子,6
2354,没脑子,1
2355,区别,2
2356,梦想,1
2357,结合,1
2358,意气,1
2359,意气用事,1
2360,读书,5
2361,终身,1
2362,学到,3
2363,个人修养,1
2364,修养,1
2365,贪图,1
2366,精神,9
2367,精神境界,1
2368,境界,1
2369,做饭,2
2370,拎,1
2371,来讲,1
2372,发泄,2
2373,养成,1
2374,万一,1
2375,小赌,1
2376,变成,2
2377,成大,1
2378,大赌,1
2379,卖身,1
2380,必要,3
2381,符合,2
2382,职位,1
2383,一副,2
2384,看见,2
2385,得当,1
2386,当街,1
2387,剁,1
2388,普通话,1
2389,通话,1
2390,高一,1
2391,老不死,1
2392,有时,2
2393,考研,4
2394,研究生,2
2395,强,11
2396,曾,28
2397,该是,3
2398,胃肠,2
2399,外科,41
2400,解剖,2
2401,课,2
2402,上有,3
2403,有幸,3
2404,参观,1
2405,处理,4
2406,大体,1
2407,福尔,1
2408,福尔马林,1
2409,排气,1
2410,排气扇,1
2411,下课,1
2412,下课后,1
2413,课后,1
2414,屏蔽,1
2415,厕所,3
2416,辛苦,316
2417,此后,1
2418,投币,17
2419,急诊,27
2420,早就,2
2421,医生,65
2422,光环,1
2423,然后,8
2424,几百,5
2425,几百块,3
2426,百块,3
2427,块钱,2
2428,分给,1
2429,麻醉,15
2430,麻醉科,9
2431,护士,11
2432,一部,2
2433,一部分,2
2434,部分,5
2435,医院,13
2436,并不多,1
2437,安慰,3
2438,知识,9
2439,改变,6
2440,改变命运,2
2441,命运,3
2442,不觉,1
2443,生好,3
2444,幽默,6
2445,间,1
2446,原来,17
2447,最底层,6
2448,命令,1
2449,只能,3
2450,所在,1
2451,场所,1
2452,当初,2
2453,规,1
2454,培,1
2455,轮,1
2456,肠梗阻,6
2457,梗阻,6
2458,标本,1
2459,永生,1
2460,难忘,1
2461,外,27
2462,不语,1
2463,工科,1
2464,科里,1
2465,认识,1
2466,环境,2
2467,环境工程,1
2468,工程,2
2469,简直,3
2470,有味,8
2471,夹层,1
2472,十小时,1
2473,起步,2
2474,康复,20
2475,关节,5
2476,价钱,1
2477,生还,2
2478,提成,2
2479,难度,3
2480,算,22
2481,眼部,1
2482,护理,2
2483,专业,13
2484,命中,1
2485,命中注定,1
2486,注定,1
2487,跟上,1
2488,上过,3
2489,这辈子,2
2490,再上,3
2491,以前,3
2492,好读,1
2493,砖,3
2494,土木,1
2495,结果,12
2496,工地,2
2497,花,7
2498,3,14
2499,万,6
2500,只为,1
2501,派克,13
2502,字,4
2503,普外科,19
2504,外科医生,6
2505,致敬,19
2506,先向,1
2507,白衣,2
2508,白衣天使,2
2509,天使,3
2510,临床,4
2511,药学,3
2512,底,3
2513,底端,15
2514,背后,3
2515,劝,5
2516,人学,6
2517,学医,5
2518,天打雷劈,4
2519,打雷,4
2520,雷劈,4
2521,[,10
2522,][,4
2523,滑稽,1
2524,],10
2525,不好意思,4
2526,好意,5
2527,好意思,5
2528,多么,1
2529,痛,1
2530,领悟,1
2531,逐渐,1
2532,风格,2
2533,一边,3
2534,yue,4
2535,鼓掌,2
2536,掏,2
2537,嗅觉,2
2538,消毒,1
2539,供应,1
2540,中心,1
2541,一段,1
2542,：？？？？,1
2543,同行,4
2544,互相,4
2545,感动,1
2546,大夫,2
2547,离开,1
2548,普,19
2549,搭班,1
2550,内,4
2551,骨科,9
2552,贵在,1
2553,耗材,4
2554,医保,1
2555,加成,1
2556,这边,3
2557,骨,3
2558,创,1
2559,产科,4
2560,困,1
2561,小心,3
2562,杀进,1
2563,杀进来,1
2564,科,22
2565,别闹,1
2566,超声,2
2567,影像,7
2568,科室,17
2569,叭,1
2570,一语双关,1
2571,双关,1
2572,后进,1
2573,较轻,1
2574,轻松,2
2575,示好,1
2576,好累,1
2577,减压,1
2578,时候,23
2579,精神科,8
2580,哪里,7
2581,小手,2
2582,十几,1
2583,十几台,1
2584,几台,1
2585,最少,2
2586,检验,35
2587,最惨,7
2588,怨气,1
2589,辅助,5
2590,甚至,5
2591,当做,1
2592,医护,1
2593,医护人员,1
2594,护人,1
2595,人员,2
2596,联想,1
2597,打雪仗,2
2598,雪仗,2
2599,尊重,1
2600,每份,1
2601,发光,1
2602,发热,1
2603,妈妈,2
2604,一语中的,1
2605,成,5
2606,稀缺,1
2607,缺人,1
2608,人才,4
2609,(,3
2610,),3
2611,肝胆,1
2612,冬天,2
2613,一键,5
2614,可是,10
2615,占,1
2616,了得,1
2617,一半,4
2618,便宜,5
2619,认真,6
2620,收拾,1
2621,摆,1
2622,脸色,2
2623,从小,1
2624,薅,2
2625,朝阳,4
2626,朝阳医院,2
2627,羊毛,1
2628,选对,1
2629,很重,5
2630,变,1
2631,说了算,1
2632,T,4
2633,_,6
2634,烧伤,1
2635,整形,1
2636,整形科,1
2637,：???,1
2638,幸,7
2639,苦,8
2640,值得尊敬,1
2641,尊敬,1
2642,人工,3
2643,人工关节,2
2644,大手,2
2645,板儿,1
2646,钉子,1
2647,院办,1
2648,检验科,26
2649,同甘,1
2650,同甘共苦,1
2651,共苦,1
2652,苦哈哈,1
2653,检疫,1
2654,流泪,3
2655,从,3
2656,左边,1
2657,白大褂,1
2658,大褂,1
2659,底下,1
2660,穿过,1
2661,开放,1
2662,阑尾,11
2663,800r,1
2664,一级,1
2665,闻,7
2666,伤心,2
2667,落泪,1
2668,给你个,2
2669,相爱,1
2670,能感,1
2671,感受,2
2672,受到,2
2673,wc,1
2674,公厕,1
2675,半夜,1
2676,幸亏,1
2677,没上,2
2678,捋,1
2679,肠子,2
2680,选科,2
2681,还给,2
2682,甩,1
2683,hh,1
2684,博士,5
2685,很惨,2
2686,柴油,1
2687,油类,1
2688,激光,2
2689,美容,1
2690,分钟,3
2691,光收,1
2692,收费,1
2693,几千,1
2694,正在,4
2695,闻见,1
2696,靠,9
2697,南瓜,1
2698,粥,2
2699,预言,3
2700,有份,1
2701,那种,2
2702,隔离,1
2703,气味,1
2704,口罩,3
2705,医药,1
2706,直呼,2
2707,内行,1
2708,研,1
2709,积重难返,1
2710,交代,1
2711,阑尾炎,7
2712,一万五,1
2713,儿科,21
2714,急诊科,6
2715,挨揍,1
2716,最高,3
2717,牙科,5
2718,链条,1
2719,顶端,3
2720,故意,1
2721,误导,1
2722,人群,1
2723,做到,1
2724,程度,2
2725,赛,2
2726,博,3
2727,朋克,1
2728,腹腔,1
2729,腹腔镜,1
2730,1w,1
2731,腹部,1
2732,实是,3
2733,少,5
2734,压力,2
2735,进化,1
2736,化出,1
2737,鼻炎,3
2738,抵消,1
2739,不利,1
2740,听,15
2741,心外科,1
2742,切,2
2743,半月,1
2744,半月板,1
2745,两万多,2
2746,万多,3
2747,久居,1
2748,兰室,1
2749,闻其香,1
2750,！？？？？,1
2751,消化,4
2752,内科,8
2753,脏,7
2754,接触,2
2755,康复科,16
2756,全院,1
2757,最低,5
2758,自我,4
2759,保护,35
2760,机制,1
2761,一个支,1
2762,支架,2
2763,几万块,1
2764,万块,1
2765,难兄,1
2766,难兄难弟,1
2767,传染,3
2768,传染科,2
2769,地心,1
2770,低端,4
2771,轮转,1
2772,累,7
2773,信息,2
2774,乔,1
2775,斯,1
2776,达,2
2777,家族,1
2778,殊途,2
2779,殊途同归,2
2780,同归,2
2781,不敏,1
2782,还行,6
2783,全科,2
2784,晕,1
2785,关注,8
2786,扩大,1
2787,大影,1
2788,改善,1
2789,善待,1
2790,待遇,2
2791,犹豫,2
2792,不吃,1
2793,全体,1
2794,起立,1
2795,大四,1
2796,医学,4
2797,医学生,1
2798,学生,4
2799,姓,1
2800,无菌,1
2801,健康,3
2802,红包,3
2803,危险,1
2804,爸爸,1
2805,千万,6
2806,最全,2
2807,全面,2
2808,参加,2
2809,鄙视,4
2810,链,3
2811,比拼,1
2812,病理,7
2813,病理科,4
2814,理科,6
2815,疲劳,1
2816,但,7
2817,实习,3
2818,超级,1
2819,大方,1
2820,不便,1
2821,一场,1
2822,报,1
2823,锻炼,1
2824,普遍,1
2825,脏乱,1
2826,瞎说,4
2827,说明,3
2828,毒,1
2829,鸡汤,1
2830,hhhhh,2
2831,感染,1
2832,特殊,1
2833,情怀,2
2834,搅拌,1
2835,泡面,1
2836,暴露,5
2837,敬佩,2
2838,好奇,2
2839,螺蛳,3
2840,粉,4
2841,生化,2
2842,手术费,3
2843,检验费,2
2844,付出,1
2845,回报,2
2846,无存,1
2847,存在,1
2848,狗头,10
2849,抱抱,4
2850,别介,1
2851,中医,3
2852,中医科,2
2853,医科,2
2854,18,1
2855,层,1
2856,再往,1
2857,往下,1
2858,挖,2
2859,几十层,1
2860,十层,1
2861,左右,2
2862,局长,1
2863,预言家,1
2864,基础,2
2865,环,1
2866,材,1
2867,哦,20
2868,21,1
2869,世纪,1
2870,免疫,2
2871,真不容易,3
2872,不容,9
2873,厚道,3
2874,年久失修,1
2875,失修,1
2876,帅,3
2877,小菜,1
2878,听说,3
2879,内外,1
2880,内外科,1
2881,瞧不起,1
2882,宝宝,1
2883,做好,2
2884,至少,3
2885,种田,1
2886,稳定,2
2887,定点,1
2888,一定,8
2889,要为,1
2890,好找,1
2891,医学专业,1
2892,会后,1
2893,后悔,2
2894,级,1
2895,普通外科,2
2896,史诗,1
2897,越来,2
2898,越来越,2
2899,风趣,1
2900,(≧∇≦)/,3
2901,隔壁,2
2902,没事,6
2903,边缘,1
2904,甲,2
2905,留下,1
2906,热泪,1
2907,帅呆了,1
2908,治疗,2
2909,七八,2
2910,七八千,1
2911,七八千块,1
2912,八千,1
2913,千块,1
2914,收到,2
2915,锦旗,1
2916,好不好,2
2917,生过,1
2918,高大,2
2919,断,1
2920,院长,1
2921,哪个,3
2922,等等,3
2923,虽然,3
2924,不累,1
2925,高风险,1
2926,风险,1
2927,高回报,1
2928,招待,1
2929,待见,2
2930,高,10
2931,考,12
2932,一概,1
2933,一概而论,1
2934,而论,1
2935,胸外科,2
2936,不受,1
2937,一千多,1
2938,千多,2
2939,接地,1
2940,地气,1
2941,莫名,2
2942,励志,2
2943,七千,1
2944,好惨,4
2945,上瘾,2
2946,第一次,3
2947,稳,1
2948,噗,2
2949,不配,7
2950,姓名,1
2951,分科,1
2952,皮肤科,1
2953,核磁,1
2954,谶,2
2955,忘,2
2956,初心,2
2957,目的,3
2958,挣钱,5
2959,耳科,1
2960,药剂,6
2961,药剂科,6
2962,首页,5
2963,通知,9
2964,通知书,4
2965,随机,1
2966,心脏,3
2967,心脏科,1
2968,崩,1
2969,法医,2
2970,医病,1
2971,病理学,1
2972,理学,1
2973,点儿,1
2974,工伤,3
2975,餐桌,1
2976,存放,1
2977,玩意儿,1
2978,之前,2
2979,眼,1
2980,牙医,3
2981,医不好,1
2982,体系,1
2983,凡尔,4
2984,凡尔赛,4
2985,化验,2
2986,化验室,1
2987,赵,1
2988,生人,1
2989,金,3
2990,吃饺子,1
2991,饺子,1
2992,夹,1
2993,馍,1
2994,收入,4
2995,风湿,1
2996,！！！！,7
2997,连排,2
2998,排名,2
2999,呜呜,8
3000,生就,1
3001,防毒,1
3002,防毒面具,1
3003,挣得,1
3004,一颗,1
3005,牙,4
3006,生路,1
3007,小儿,2
3008,小儿科,2
3009,海纳,1
3010,海纳百川,1
3011,纳百川,1
3012,百川,1
3013,苦涩,1
3014,口腔,4
3015,口腔科,3
3016,单独,1
3017,职业,2
3018,伤害,2
3019,子,2
3020,血液,3
3021,血液科,2
3022,更惨,2
3023,酱香,1
3024,酱香型,1
3025,香型,1
3026,奉,1
3027,纯手工,1
3028,手工,1
3029,前方,3
3030,好笑,2
3031,血科,1
3032,加,4
3033,TAT,1
3034,干掉,1
3035,苦辛,9
3036,饭时,1
3037,打开,1
3038,院本,1
3039,本身,2
3040,风气,1
3041,救命,3
3042,技术活,1
3043,活儿,1
3044,命,1
3045,带坏,1
3046,小朋友,1
3047,生手,1
3048,下水,2
3049,鹅,11
3050,积攒,1
3051,半年,1
3052,接,1
3053,韧带,1
3054,五万,1
3055,五万多,1
3056,穷,1
3057,2w7,1
3058,艰难,1
3059,pracazetion,1
3060,不至于,1
3061,至于,2
3062,推拿,1
3063,ICU,2
3064,全能,1
3065,实,3
3066,麻,3
3067,太不容易,2
3068,蛋糕,1
3069,撒,1
3070,撇,1
3071,120,1
3072,医技,1
3073,实用,4
3074,羡慕,1
3075,4,6
3076,7,2
3077,要来,1
3078,就业,2
3079,！！,6
3080,哈,3
3081,平凡,1
3082,﹏,1
3083,嗝,4
3084,食用,1
3085,加钱,1
3086,午饭,1
3087,多味,1
3088,打交道,1
3089,交道,1
3090,加油,49
3091,缺少,1
3092,学法,1
3093,乐,2
3094,连有,1
3095,推荐书,1
3096,直播间,1
3097,坑,4
3098,脱敏,1
3099,抱住,1
3100,二氧,1
3101,二氧化,1
3102,二氧化硫,1
3103,氧化,1
3104,氧化硫,1
3105,化硫,1
3106,cyberpunk,1
3107,要人命,1
3108,人命,1
3109,心脏外科,1
3110,manure,1
3111,qaq,1
3112,通,1
3113,下水道,1
3114,水道,1
3115,8000,1
3116,114514,1
3117,敬致,5
3118,预测,2
3119,介入,1
3120,选派,1
3121,大肠,1
3122,埃,1
3123,菌,1
3124,辛,1
3125,宿命,2
3126,西医,1
3127,医疗,1
3128,医疗器械,1
3129,器械,3
3130,克特,1
3131,是非,3
3132,非盈利,2
3133,非盈利性,1
3134,盈利,2
3135,盈利性,1
3136,性质,1
3137,麻木,1
3138,端的,1
3139,胜,1
3140,机构,3
3141,咦,2
3142,挺好玩,1
3143,太美,1
3144,设备,1
3145,补贴,2
3146,药房,2
3147,sos,1
3148,余,2
3149,媛,2
3150,感谢,2
3151,狂喜,1
3152,红红,6
3153,红红火火,6
3154,红火,6
3155,火,8
3156,da,1
3157,623,1
3158,难过,1
3159,对不起,9
3160,看不起,1
3161,tf,1
3162,boy,1
3163,眼科,8
3164,要闻,1
3165,胸,1
3166,五位,1
3167,五位数,1
3168,位数,2
3169,数起,1
3170,，，,3
3171,有毒,1
3172,尿素,1
3173,肌酐,1
3174,一大堆,2
3175,大堆,2
3176,发酵,1
3177,挑,1
3178,大便,4
3179,值钱,1
3180,肿瘤,2
3181,肿瘤科,1
3182,胖,1
3183,天花,1
3184,天花板,1
3185,嘴巴,1
3186,不轻,1
3187,了解,1
3188,决定,1
3189,阴差,1
3190,阴差阳错,1
3191,眼儿,5
3192,怎么办,17
3193,神经,2
3194,神经外科,1
3195,最穷,1
3196,耐受,1
3197,不小,2
3198,坐,1
3199,进去,5
3200,香臭,1
3201,干净,2
3202,过年,1
3203,亲戚,1
3204,拍片,1
3205,5000,2
3206,诶,4
3207,很贵,1
3208,500,5
3209,哥哥,2
3210,鼻,1
3211,喉科,2
3212,还价,1
3213,up,23
3214,溜溜,1
3215,溜溜球,1
3216,面临,1
3217,药,1
3218,或,4
3219,不敢,3
3220,敢说话,1
3221,二线,1
3222,做手,1
3223,做手术,1
3224,句,5
3225,绝对,1
3226,客观,3
3227,眼里,2
3228,最下,1
3229,优越,1
3230,优越感,1
3231,越感,1
3232,上次,3
3233,台上,1
3234,打电话,1
3235,电话,1
3236,离婚,1
3237,心情,1
3238,到处,1
3239,撅,1
3240,找茬,1
3241,一顿,2
3242,第二,4
3243,第二台,1
3244,二台,1
3245,痔疮,1
3246,x,1
3247,科大,2
3248,奶,1
3249,吉合,1
3250,科普,1
3251,乳腺,2
3252,甲状腺,1
3253,同为,1
3254,皮炎,1
3255,识,1
3256,乳,1
3257,分支,1
3258,降价,1
3259,骨科医生,1
3260,现身,1
3261,现身说法,1
3262,说法,1
3263,置换,1
3264,较大,1
3265,费用,1
3266,一千两,3
3267,一千两百,3
3268,千两,3
3269,两百,3
3270,两百元,1
3271,百元,1
3272,大小,11
3273,大小便,1
3274,小便,1
3275,主,13
3276,没什么,1
3277,技术含量,1
3278,含量,1
3279,肚脐,1
3280,肚脐眼,1
3281,勉强,1
3282,信,2
3283,发明,1
3284,隔绝,1
3285,臭味,1
3286,银牙,1
3287,高级,1
3288,八,1
3289,兜底,1
3290,患者,1
3291,鼻子,1
3292,风油精,1
3293,两层,1
3294,鲍鱼,1
3295,鲍鱼之肆,1
3296,感官,1
3297,适应,1
3298,妇科,2
3299,妇产,1
3300,妇产科,1
3301,酸,1
3302,爽,2
3303,泌尿,1
3304,泌尿科,1
3305,上线,1
3306,shi,1
3307,杖,1
3308,搓,1
3309,球儿,1
3310,丢,2
3311,陈年,1
3312,年老,1
3313,便,1
3314,处处,1
3315,实现,2
3316,肥肠,1
3317,别的,4
3318,一两,2
3319,两节,1
3320,器官,1
3321,不一,6
3322,芝兰,1
3323,芝兰之室,1
3324,久闻,1
3325,們,1
3326,為,1
3327,什,1
3328,麼,1
3329,鼻涕,1
3330,异物,1
3331,银,2
3332,五金,1
3333,五金店,1
3334,金店,1
3335,截肢,1
3336,斧子,1
3337,凿子,1
3338,钢印,1
3339,心酸,1
3340,菊花,1
3341,咩,2
3342,放学,1
3343,放射,2
3344,放射科,2
3345,md,1
3346,庆幸,1
3347,总之,2
3348,上半,1
3349,上半身,1
3350,半身,1
3351,陪,1
3352,渣,2
3353,辉,1
3354,砍,1
3355,行政,1
3356,传奇,1
3357,外壳,1
3358,优质,1
3359,精良,1
3360,劣质,1
3361,能比,1
3362,营养,1
3363,敬礼,1
3364,抓去,1
3365,骂人,1
3366,耳鼻喉,1
3367,耳鼻喉科,1
3368,报道,2
3369,床,1
3370,大娘,1
3371,急性,1
3372,别说,3
3373,不全是,1
3374,肠道,1
3375,道术,1
3376,术前,1
3377,泻药,1
3378,反驳,3
3379,出口,1
3380,不凡,1
3381,伴,1
3382,穿孔,1
3383,修,1
3384,枪,1
3385,匠人,1
3386,相对,1
3387,饱和,1
3388,批量,1
3389,采购,1
3390,轮到,1
3391,总会,1
3392,挨,2
3393,学科,1
3394,鸡眼,1
3395,老公,1
3396,简单,5
3397,职场,3
3398,害,2
3399,交流,1
3400,流感,1
3401,感情,1
3402,不防,1
3403,看清,1
3404,清人,1
3405,交朋友,1
3406,我会,6
3407,重复,1
3408,对方,5
3409,～(￣▽￣～)~,1
3410,反问,3
3411,一般,7
